0,1110
1,310
2,776
3,491
4,1063
5,1347
6,1318
7,465
8,988
9,511
10,202
11,1084
12,142
13,679
14,904
15,215
16,884
17,376
18,1148
19,1266
20,1105
21,871
22,826
23,224
24,253
25,773
26,330
27,461
28,708
29,717
30,54
31,159
32,991
33,427
34,632
35,975
36,308
37,1159
38,231
39,31
40,568
41,540
42,1168
43,1275
44,764
45,916
46,535
47,963
48,1031
49,1262
50,295
51,1254
52,553
53,361
54,1165
55,416
56,1025
57,312
58,278
59,452
60,959
61,445
62,363
63,34
64,108
65,740
66,418
67,1002
68,466
69,793
70,152
71,1299
72,1151
73,943
74,1184
75,995
76,1115
77,654
78,148
79,5
80,757
81,1213
82,85
83,619
84,45
85,1231
86,55
87,759
88,610
89,1062
90,1341
91,1328
92,1278
93,211
94,1365
95,52
96,364
97,898
98,1024
99,902
100,1276
101,840
102,823
103,762
104,1244
105,829
106,241
107,1005
108,1283
109,682
110,141
111,565
112,1048
113,1179
114,326
115,192
116,1124
117,1334
118,1190
119,981
120,4
121,27
122,322
123,968
124,302
125,907
126,985
127,1248
128,459
129,899
130,960
131,505
132,270
133,1295
134,19
135,656
136,254
137,641
138,1294
139,1241
140,18
141,1337
142,1044
143,53
144,182
145,47
146,1056
147,546
148,315
149,233
150,895
151,353
152,161
153,939
154,1200
155,1212
156,539
157,39
158,1389
159,870
160,2
161,1
162,579
163,393
164,440
165,1051
166,915
167,501
168,58
169,572
170,443
171,342
172,548
173,795
174,1284
175,184
176,1399
177,789
178,268
179,590
180,575
181,1214
182,260
183,408
184,279
185,1019
186,14
187,1194
188,506
189,533
190,1121
191,1013
192,569
193,227
194,1344
195,1371
196,788
197,124
198,198
199,958
200,1367
201,695
202,9
203,333
204,1345
205,948
206,1202
207,846
208,425
209,247
210,317
211,80
212,1174
213,768
214,648
215,483
216,399
217,204
218,581
219,880
220,406
221,61
222,489
223,1282
224,1361
225,92
226,751
227,1227
228,998
229,40
230,881
231,75
232,1203
233,513
234,140
235,1396
236,303
237,557
238,692
239,936
240,474
241,893
242,589
243,1039
244,1232
245,186
246,299
247,982
248,156
249,29
250,56
251,8
252,319
253,1277
254,486
255,935
256,458
257,1329
258,790
259,526
260,601
261,955
262,733
263,1303
264,563
265,1133
266,942
267,1392
268,900
269,482
270,517
271,896
272,642
273,1261
274,422
275,1114
276,298
277,494
278,479
279,785
280,722
281,1327
282,661
283,869
284,1374
285,436
286,500
287,481
288,1149
289,1018
290,1370
291,251
292,580
293,716
294,1118
295,760
296,974
297,1059
298,1164
299,863
300,744
301,438
302,362
303,597
304,921
305,897
306,693
307,1346
308,194
309,240
310,1225
311,634
312,1339
313,49
314,662
315,737
316,787
317,712
318,567
319,997
320,1280
321,1342
322,1017
323,44
324,1146
325,901
326,1064
327,300
328,434
329,583
330,276
331,1331
332,269
333,554
334,1291
335,1072
336,1332
337,283
338,905
339,934
340,724
341,1096
342,338
343,1359
344,1269
345,320
346,464
347,195
348,1100
349,487
350,70
351,1078
352,1034
353,10
354,1003
355,1197
356,446
357,528
358,769
359,1229
360,1195
361,64
362,1188
363,426
364,838
365,725
366,390
367,431
368,328
369,970
370,1264
371,1123
372,1178
373,608
374,1340
375,609
376,892
377,530
378,381
379,442
380,828
381,411
382,1369
383,1236
384,542
385,412
386,866
387,1388
388,824
389,649
390,1128
391,131
392,15
393,775
394,1311
395,420
396,830
397,1192
398,1382
399,674
400,704
401,703
402,402
403,1317
404,187
405,191
406,103
407,818
408,60
409,549
410,467
411,472
412,913
413,746
414,1368
415,165
416,858
417,651
418,82
419,1246
420,432
421,986
422,349
423,937
424,371
425,117
426,1326
427,252
428,520
429,311
430,781
431,999
432,395
433,113
434,477
435,1253
436,435
437,249
438,358
439,1120
440,263
441,529
442,359
443,615
444,924
445,887
446,271
447,1293
448,811
449,1129
450,613
451,122
452,1335
453,667
454,259
455,922
456,1054
457,16
458,914
459,512
460,713
461,965
462,678
463,977
464,351
465,471
466,1238
467,1274
468,1302
469,638
470,1249
471,97
472,657
473,1014
474,1220
475,196
476,574
477,183
478,1230
479,1358
480,473
481,1069
482,1029
483,1055
484,799
485,808
486,938
487,950
488,1292
489,175
490,953
491,618
492,81
493,621
494,397
495,267
496,77
497,801
498,1027
499,386
500,1258
501,1021
502,1265
503,1076
504,536
505,265
506,672
507,1154
508,1223
509,1222
510,88
511,1081
512,891
513,1041
514,1281
515,294
516,261
517,1012
518,1038
519,1268
520,1355
521,405
522,356
523,239
524,1217
525,957
526,822
527,587
528,688
529,920
530,453
531,110
532,1140
533,1191
534,578
535,1098
536,503
537,966
538,1070
539,655
540,1218
541,794
542,367
543,1385
544,384
545,200
546,65
547,879
548,1301
549,272
550,1397
551,783
552,1049
553,686
554,541
555,478
556,742
557,1079
558,1256
559,1131
560,188
561,980
562,831
563,316
564,214
565,1209
566,1364
567,531
568,255
569,30
570,1181
571,230
572,1325
573,820
574,839
575,729
576,798
577,264
578,101
579,13
580,1001
581,726
582,912
583,748
584,566
585,857
586,1353
587,523
588,495
589,933
590,864
591,644
592,1219
593,1047
594,366
595,629
596,228
597,1010
598,206
599,79
600,190
601,492
602,711
603,145
604,646
605,318
606,805
607,743
608,457
609,144
610,987
611,911
612,1137
613,665
614,592
615,1290
616,874
617,83
618,154
619,918
620,1095
621,689
622,127
623,983
624,758
625,403
626,150
627,1080
628,413
629,877
630,817
631,906
632,1394
633,771
634,1090
635,1187
636,352
637,95
638,625
639,571
640,37
641,485
642,143
643,666
644,158
645,552
646,752
647,728
648,1323
649,1032
650,687
651,236
652,1381
653,222
654,1228
655,1180
656,862
657,588
658,810
659,670
660,62
661,1226
662,193
663,235
664,181
665,1125
666,1091
667,847
668,521
669,669
670,761
671,731
672,1356
673,382
674,1183
675,1298
676,331
677,1109
678,262
679,6
680,266
681,38
682,1357
683,545
684,118
685,652
686,721
687,105
688,927
689,484
690,1023
691,772
692,971
693,20
694,242
695,50
696,162
697,944
698,1267
699,1036
700,301
701,172
702,658
703,784
704,1045
705,961
706,1211
707,1386
708,1175
709,1142
710,813
711,668
712,210
713,344
714,306
715,217
716,1373
717,289
718,378
719,167
720,421
721,225
722,616
723,12
724,522
725,1046
726,68
727,90
728,1061
729,380
730,372
731,258
732,844
733,304
734,1252
735,410
736,1352
737,1147
738,42
739,208
740,532
741,861
742,490
743,596
744,1324
745,515
746,285
747,1158
748,71
749,561
750,179
751,841
752,1310
753,493
754,116
755,293
756,76
757,48
758,1314
759,1156
760,923
761,332
762,576
763,622
764,564
765,930
766,878
767,409
768,636
769,1391
770,1296
771,288
772,630
773,524
774,157
775,337
776,1322
777,496
778,46
779,747
780,992
781,753
782,462
783,875
784,792
785,439
786,177
787,570
788,1127
789,424
790,325
791,643
792,664
793,350
794,447
795,842
796,17
797,1086
798,1000
799,1237
800,1319
801,1304
802,345
803,989
804,313
805,754
806,867
807,451
808,170
809,699
810,1398
811,133
812,1185
813,1116
814,78
815,1093
816,346
817,396
818,1144
819,389
820,385
821,853
822,119
823,1057
824,1343
825,229
826,1186
827,21
828,1139
829,766
830,1320
831,250
832,243
833,1393
834,35
835,593
836,671
